DUA_prussian_constitutionalism;Angevin Empire;;;;;;;;;;;;;
DUA_hms_government;Angevin Empire;;;;;;;;;;;;;
DUA_fascist_dictatorship;Anglois State;;;;;;;;;;;;;
DUA_proletarian_dictatorship;DPREF;;;;;;;;;;;;;
DUA_democracy;Anglo-French Republic;;;;;;;;;;;;;
DUA_presidential_dictatorship;Anglo-French Republic;;;;;;;;;;;;;
DUA_ADJ;Anglois;;;;;;;;;;;;;
BRG;Burgundy;;;;;;;;;;;;x
BRG_absolute_monarchy;Kingdom of Burgundy;;;;;;;;;;;;;
BRG_prussian_constitutionalism;Kingdom of Burgundy;;;;;;;;;;;;;
BRG_hms_government;Kingdom of Burgundy;;;;;;;;;;;;;
BRG_fascist_dictatorship;Order-State of Burgundy;;;;;;;;;;;;;
BRG_proletarian_dictatorship;Burgundian SR;;;;;;;;;;;;;
BRG_democracy;Burgundian Republic;;;;;;;;;;;;;
BRG_presidential_dictatorship;Burgundian Republic;;;;;;;;;;;;;
BRG_ADJ;Burgundian;;;;;;;;;;;;;
JOH;Malacca;;;;;;;;;;;;x
JOH_ADJ;Malaccan;;;;;;;;;;;;;
DJA;Palembang;;;;;;;;;;;;x
DJA_ADJ;Palembang;;;;;;;;;;;;;
VEN;Venice;;;;;;;;;;;;;
VEN_ADJ;Venetian;;;;;;;;;;;;;
MAC;Macedonia;;;;;;;;;;;;;
MAC_ADJ;Macedonian;;;;;;;;;;;;;
TUR;Turkey;;;;;;;;;x;;;;
TUR_ADJ;Turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
TUR_absolute_monarchy;Ottoman Empire;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_absolute_monarchy_ADJ;Ottoman;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_prussian_constitutionalism;Ottoman Empire;;;;;;;;;;;;;;;;;;;;;;;x
TUR_prussian_constitutionalism_ADJ;Ottoman;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_hms_government;Ottoman Empire;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_hms_government_ADJ;Ottoman;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_proletarian_dictatorship;Turkish SR;;;;;;;;;;;;;x
TUR_proletarian_dictatorship_ADJ;Turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
TUR_fascist_dictatorship;Turkish State;;;;;;;;;;;;;
TUR_presidential_dictatorship;Republic of Turkey;;;;;;;;;;;;;
TUR_democracy;Republic of Turkey;;;;;;;;;;;;;
CRO;Illyria;;;;;;;;;x;;;;
CRO_ADJ;Illyrian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
IBE;Iberia;;;;;;;;;;;;x
IBE_absolute_monarchy;Iberian Empire;;;;;;;;;;;;;
IBE_prussian_constitutionalism;Iberian Empire;;;;;;;;;;;;;
IBE_hms_government;Iberian Empire;;;;;;;;;;;;;
IBE_fascist_dictatorship;Iberian State;;;;;;;;;;;;;
IBE_proletarian_dictatorship;Iberian SFR;;;;;;;;;;;;;
IBE_democracy;Iberian Federation;;;;;;;;;;;;;
IBE_presidential_dictatorship;Iberian Federation;;;;;;;;;;;;;
IBE_ADJ;Iberian;;;;;;;;;;;;;
HIS;Hispania;;;;;;;;;;;;x
HIS_absolute_monarchy;Hispanic Empire;;;;;;;;;;;;;
HIS_prussian_constitutionalism;Hispanic Empire;;;;;;;;;;;;;
HIS_hms_government;Hispanic Empire;;;;;;;;;;;;;
HIS_fascist_dictatorship;Hispanic State;;;;;;;;;;;;;
HIS_proletarian_dictatorship;Hispanic SFR;;;;;;;;;;;;;
HIS_democracy;Hispanic Federation;;;;;;;;;;;;;
HIS_presidential_dictatorship;Hispanic Federation;;;;;;;;;;;;;
HIS_ADJ;Hispanic;;;;;;;;;;;;;
HRE;Holy Roman Empire;;;;;;;;;;;;x
HIS_ADJ;Roman Empire;;;;;;;;;;;;;
#;;;;;;;;;;;;;;Cultures;;;;
beornian;Beornian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
english;English;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scottish;Scottish;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
irish;Irish;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
quechua;Inca;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lotharian;Lotharian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lusitanian;Lusitanian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
central_american;Salvadorian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
granadan;Granadan;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
afro_brazilian;Afro-Frankish;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
afro_caribeno;Afro-Latino;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
afro_caribbean;Afro-Germanic;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
plantagenian;Plantagenian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
septiman;Septiman;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vinlander;Vinlandic;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qingqiuan;Qingqiuan;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
anglois;Anglois;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
scottish;Scottish;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
burgundian;Burgundian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
croat;Illyrian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spanish;Castilian;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;RGOs;;;;
opium;Copium;Copium;Copium;;Copium;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;States;;;;
RUS_965;Odessa;;;;;;;;;;;;;x;
#;;;;;;;;;;;;;;Governments;;;;
absolute_empire;Absolute Monarchy;Absolute Monarchy;Absolute Monarchy;;Absolute Monarchy;;;;;;;;;x;;;;
semi_constitutional_empire;Semi-Constitutional Monarchy;Semi-Constitutional Monarchy;Semi-Constitutional Monarchy;;Semi-Constitutional Monarchy;;;;;;;;;x;;;;
constitutional_empire;Constitutional Monarchy;Constitutional Monarchy;Constitutional Monarchy;;Constitutional Monarchy;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;CBs;;;;
take_capital_tiny;Take Tiny Capital;;;;;;;;;;;;;
take_capital_tiny_desc;Take the Tiny Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
take_capital_tiny_setup;Take Tiny Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
take_capital_tiny_short;Takes Tiny Capital from $RECIPIENT$;;;;;;;;;;;;;
take_capital_small;Take Small Capital;;;;;;;;;;;;;
take_capital_small_desc;Take the Small Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
take_capital_small_setup;Take Small Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
take_capital_small_short;Takes Small Capital from $RECIPIENT$;;;;;;;;;;;;;
take_capital_medium;Take Medium Capital;;;;;;;;;;;;;
take_capital_medium_desc;Take the Medium Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
take_capital_medium_setup;Take Medium Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
take_capital_medium_short;Takes Medium Capital from $RECIPIENT$;;;;;;;;;;;;;
take_capital_large;Take Large Capital;;;;;;;;;;;;;
take_capital_large_desc;Take the Large Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
take_capital_large_setup;Take Large Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
take_capital_large_short;Takes Large Capital from $RECIPIENT$;;;;;;;;;;;;;
take_capital_huge;Take Huge Capital;;;;;;;;;;;;;
take_capital_huge_desc;Take the Huge Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
take_capital_huge_setup;Take Huge Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
take_capital_huge_short;Takes Huge Capital from $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_tiny;Take Tiny Capital Concession;;;;;;;;;;;;;
demand_capital_concession_tiny_desc;Take the Tiny Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
demand_capital_concession_tiny_setup;Take Tiny Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_tiny_short;Takes Tiny Capital Concession from $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_small;Take Small Capital Concession;;;;;;;;;;;;;
demand_capital_concession_small_desc;Take the Small Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
demand_capital_concession_small_setup;Take Small Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_small_short;Takes Small Capital Concession from $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_medium;Take Medium Capital Concession;;;;;;;;;;;;;
demand_capital_concession_medium_desc;Take the Medium Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
demand_capital_concession_medium_setup;Take Medium Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_medium_short;Takes Medium Capital from $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_large;Take Large Capital Concession;;;;;;;;;;;;;
demand_capital_concession_large_desc;Take the Large Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
demand_capital_concession_large_setup;Take Large Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_large_short;Takes Large Capital Concession from $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_huge;Take Huge Capital Concession;;;;;;;;;;;;;
demand_capital_concession_huge_desc;Take the Huge Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;
demand_capital_concession_huge_setup;Take Huge Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;
demand_capital_concession_huge_short;Takes Huge Capital Concession from $RECIPIENT$;;;;;;;;;;;;;
a_new_life_in_the_new_world_title;Land of Opportunity;;;;;;;;;;;;x;;;,,,,
a_new_life_in_the_new_world_desc;Your somalians are causing mass rape!!! /n Well in the name of multiculturalism it's fine.;;;;;;;;;;;;x,,,,
form_ameriga_title;Form Ameriga;;;;;;;;;;;;x,,,,
form_ameriga_desc;We have control of all of Ameriga, we can form the Federation!;;;;;;;;;;;;x,,,
integrate_afro_amerigans_title;Integration of the Former Slaves;;;;;;;;;;;;x,,,,
integrate_afro_amerigans_desc;We have abolished slavery, but the former slaves continue to be excluded from society. We would have everything to gain by making them full citizens, ensuring their prosperity and our national cohesion.;;;;;;;;;;;;x,,,,
conquest_of_jungle_title;Conquest of the Amazon;;;;;;;;;;;;x,,,,
conquest_of_jungle_desc;Now that we are the Federation, our claims extend into the Amazon!;;;;;;;;;;;;x,,,
integrate_beornia_title;Integrate Beornia;;;;;;;;;;;;x,,,,
integrate_beornia_desc;Beornia has been a thorn in our side, but no longer, we can now integrate the nation into our own.;;;;;;;;;;;;x,,
dominate_ameriga_title;Dominate Ameriga;;;;;;;;;;;;x,,,,
dominate_ameriga_desc;It is our destiny to unify all of Ameriga under the Federation, and we have set ourselves up to achieve this dream.;;;;;;;;;;;;x,,,
integrate_granada_title;Integrate Granada;;;;;;;;;;;;x,,,,
integrate_granada_desc;We have freed the Granadans from their oppression, we can now accept them into our Federation.;;;;;;;;;;;;x,,,
integrate_caribbeans_clm_title;Integrate Caribbeans;;;;;;;;;;;;x,,,,
integrate_caribbeans_clm_desc;We have freed the Caribeans from their oppression, we can now accept them into our nation.;;;;;;;;;;;;x,,,
integrate_afro_amerigan_clm_title;Integration of the Former Slaves;;;;;;;;;;;;x,,,,
integrate_afro_amerigan_clm_desc;We have abolished slavery, but the former slaves continue to be excluded from society. We would have everything to gain by making them full citizens, ensuring their prosperity and our national cohesion.;;;;;;;;;;;;x,,,
congress_clm_title;Congress of Mexico City;;;;;;;;;;;;x,,,,
congress_clm_desc;The War for Liberation is now long behind us, We can now end the presidential dictatorship and reform our government. In doing so we can guarantee a consitution and rights for all citizens of Gran Colombia!;;;;;;;;;;;;x,,,
universityMEX_title;University of Mexico City;;;;;;;;;;;;x;;;,,,,
universityMEX_desc;In order to be able to compete on the national stage, we must increase the overall skill of our population. Let us start this education reform with celebrating the opening of our University in Mexico City!;;;;;;;;;;;;x;;;,,,,
